"res_entry_id","political_function"
"CH_Leutenegger_Susanne_1948__1","NT_LE-LH_T3_NA_01"
"CH_Leutenegger_Susanne_1948__2","NT_LE-LH_T3_NA_01"
"CH_Leutenegger_Werner_1918__1","NT_LE-LH_T3_NA_01"
"CH_Leuthard_Doris_1963__1","NT_LE-LH_T3_NA_01"
"CH_Levrat_Christian_1970__1","NT_LE-UH_T3_NA_01"
"CH_Levrat_Christian_1970__2","NT_LE-LH_T3_NA_01"
"CH_Lieb_Ernst_1898__1","NT_LE-UH_T3_NA_01"
"CH_Lieberherr_Emilie_1924__1","NT_LE-UH_T3_NA_01"
"CH_Linder_David_1923__1","NT_LE-LH_T3_NA_01"
"CH_Locher_Armin_1897__1","NT_LE-UH_T3_NA_01"
"CH_Locher_Otto_1910__1","NT_LE-LH_T3_NA_01"
"CH_Loeb_Francois_1940__1","NT_LE-LH_T3_NA_01"
"CH_Loepfe_Arthur_1942__1","NT_LE-LH_T3_NA_01"
"CH_Loepfe_Ernst_1878__1","NT_LE-UH_T3_NA_01"
"CH_Loetscher_Francis_1932__1","NT_LE-LH_T3_NA_01"
"CH_Loetscher_Josef_1947__1","NT_LE-LH_T3_NA_01"
"CH_Lohr_Christian_1962__1","NT_LE-LH_T3_NA_01"
"CH_Lombardi_Filippo_1956__1","NT_LE-UH_T3_NA_01"
"CH_Longet_Rene_1951__1","NT_LE-LH_T3_NA_01"
"CH_Loretan_Otto_1946__1","NT_LE-LH_T3_NA_01"
"CH_Loretan_Willy_1934__1","NT_LE-UH_T3_NA_01"
"CH_Loretan_Willy_1934__2","NT_LE-LH_T3_NA_01"
"CH_Lovis_Louis_1913__1","NT_LE-LH_T3_NA_01"
"CH_Luder_Paul_1936__1","NT_LE-LH_T3_NA_01"
"CH_Luder_Ulrich_1919__1","NT_LE-UH_T3_NA_01"
"CH_Luechinger_Hans_1927__31","NT_LE-LH_T3_NA_01"
"CH_Luescher_Christian_1963__1","NT_LE-LH_T3_NA_01"
"CH_Luginbuehl_Werner_1958__1","NT_LE-UH_T3_NA_01"
"CH_Lumengo_Ricardo_1962__1","NT_LE-LH_T3_NA_01"
"CH_Lusser_Augustin_1896__1","NT_LE-UH_T3_NA_01"
"CH_Lustenberger_Ruedi_1950__1","NT_LE-LH_T3_NA_01"
"CH_Luterbacher_Georges_1899__1","NT_LE-LH_T3_NA_01"
"CH_Maag_Albert_1890__1","NT_LE-LH_T3_NA_01"
"CH_Maeder_Herbert_1930__1","NT_LE-LH_T3_NA_01"
"CH_Maeder_Rudolf_1903__1","NT_LE-UH_T3_NA_01"
"CH_Magnin_Armand_1920__1","NT_LE-LH_T3_NA_01"
"CH_Mahrer_Anne_1948__1","NT_LE-LH_T3_NA_01"
"CH_Maier_Thomas_1975__1","NT_LE-LH_T3_NA_01"
"CH_Maillard_Marius_1889__1","NT_LE-LH_T3_NA_01"
"CH_Maillard_Pierre_1968__1","NT_LE-LH_T3_NA_01"
"CH_Maire_Jacques_1957__1","NT_LE-LH_T3_NA_01"
"CH_Maissen_Theo_1944__1","NT_LE-UH_T3_NA_01"
"CH_Maitre_Jean_1949__1","NT_LE-LH_T3_NA_01"
"CH_Maitre_Yves_1917__1","NT_LE-LH_T3_NA_01"
"CH_Malama_Peter_1960__1","NT_LE-LH_T3_NA_01"
"CH_Malche_Albert_1876__1","NT_LE-UH_T3_NA_01"
"CH_Malzacher_Fritz_1906__1","NT_LE-LH_T3_NA_01"
"CH_Mamie_Philippe_1944__1","NT_LE-LH_T3_NA_01"
"CH_Mann_Leo_1890__1","NT_LE-LH_T3_NA_01"
"CH_Marchand_Geraldine_1971__1","NT_LE-LH_T3_NA_01"
"CH_Marietan_Fernand_1952__1","NT_LE-LH_T3_NA_01"
"CH_Markwalder_Christa_1975__1","NT_LE-LH_T3_NA_01"
"CH_Marra_Ada_1973__1","NT_LE-LH_T3_NA_01"
"CH_Marthaler_Fritz_1910__1","NT_LE-LH_T3_NA_01"
"CH_Marti_Min_1974__1","NT_LE-LH_T3_NA_01"
"CH_Marti_Samira_1994__1","NT_LE-LH_T3_NA_01"
"CH_Marti_Werner_1957__1","NT_LE-LH_T3_NA_01"
"CH_Martignoni_Werner_1927__1","NT_LE-LH_T3_NA_01"
"CH_Martin_Andre_1912__1","NT_LE-LH_T3_NA_01"
"CH_Martin_Jacques_1933__1","NT_LE-UH_T3_NA_01"
"CH_Martin_Jacques_1933__2","NT_LE-LH_T3_NA_01"
"CH_Martin_Paul_1929__1","NT_LE-LH_T3_NA_01"
"CH_Martullo_Magdalena_1969__1","NT_LE-LH_T3_NA_01"
"CH_Marty_Barbara_1954__1","NT_LE-LH_T3_NA_01"
"CH_Marty_Dick_1945__1","NT_LE-UH_T3_NA_01"
"CH_Mascarin_Ruth_1945__1","NT_LE-LH_T3_NA_01"
"CH_Masina_Francesco_1886__1","NT_LE-LH_T3_NA_01"
"CH_Masoni_Franco_1928__1","NT_LE-UH_T3_NA_01"
"CH_Masoni_Franco_1928__2","NT_LE-UH_T3_NA_01"
"CH_Masoni_Franco_1928__3","NT_LE-LH_T3_NA_01"
"CH_Maspoli_Flavio_1950__1","NT_LE-LH_T3_NA_01"
"CH_Maspoli_Franco_1908__1","NT_LE-LH_T3_NA_01"
"CH_Masshardt_Nadine_1984__1","NT_LE-LH_T3_NA_01"
"CH_Massy_Claude_1927__1","NT_LE-LH_T3_NA_01"
"CH_Mathys_Hans_1946__1","NT_LE-LH_T3_NA_01"
"CH_Matossi_Franco_1919__1","NT_LE-UH_T3_NA_01"
"CH_Matossi_Franco_1919__2","NT_LE-LH_T3_NA_01"
"CH_Matter_Thomas_1966__1","NT_LE-LH_T3_NA_01"
"CH_Matthey_Francis_1942__1","NT_LE-LH_T3_NA_01"
"CH_Mauch_Rolf_1934__1","NT_LE-LH_T3_NA_01"
"CH_Mauch_Ursula_1935__1","NT_LE-LH_T3_NA_01"
"CH_Maurer_Fritz_1901__1","NT_LE-LH_T3_NA_01"
"CH_Maurer_Ueli_1950__1","NT_LE-LH_T3_NA_01"
"CH_Mauroux_Rene_1912__1","NT_LE-LH_T3_NA_01"
"CH_Maury_Liliane_1956__1","NT_LE-UH_T3_NA_01"
"CH_Maury_Liliane_1956__2","NT_LE-LH_T3_NA_01"
"CH_Mayer_Oscar_1916__1","NT_LE-LH_T3_NA_01"
"CH_Mazzone_Lisa_1988__16","NT_LE-LH_T3_NA_01"
"CH_Meier_Arnold_1906__1","NT_LE-LH_T3_NA_01"
"CH_Meier_Christian_1889__1","NT_LE-LH_T3_NA_01"
"CH_Meier_Ernst_1897__1","NT_LE-LH_T3_NA_01"
"CH_Meier_Fritz_1914__1","NT_LE-LH_T3_NA_01"
"CH_Meier_Hans_1920__1","NT_LE-UH_T3_NA_01"
"CH_Meier_Hans_1933__1","NT_LE-LH_T3_NA_01"
"CH_Meier_Jean_1881__1","NT_LE-LH_T3_NA_01"
"CH_Meier_Josi_1926__1","NT_LE-UH_T3_NA_01"
"CH_Meier_Josi_1926__2","NT_LE-LH_T3_NA_01"
"CH_Meier_Kaspar_1917__1","NT_LE-LH_T3_NA_01"
"CH_Meier_Lucrezia_1952__1","NT_LE-LH_T3_NA_01"
"CH_Meier_Rudolf_1907__1","NT_LE-UH_T3_NA_01"
"CH_Meier_Rudolf_1907__2","NT_LE-LH_T3_NA_01"
"CH_Meier_Samuel_1948__1","NT_LE-LH_T3_NA_01"
"CH_Meier_Werner_1916__1","NT_LE-LH_T3_NA_01"
"CH_Meierhans_Paul_1895__1","NT_LE-LH_T3_NA_01"
"CH_Meili_Armin_1892__1","NT_LE-LH_T3_NA_01"
"CH_Meister_Werner_1889__1","NT_LE-LH_T3_NA_01"
"CH_Meizoz_Bernard_1927__1","NT_LE-LH_T3_NA_01"
"CH_Melly_Armand_1882__1","NT_LE-LH_T3_NA_01"
"CH_Menetrey_Anne_1938__1","NT_LE-LH_T3_NA_01"
"CH_Mercier_Joachim_1878__1","NT_LE-UH_T3_NA_01"
"CH_Merlini_Giovanni_1962__1","NT_LE-LH_T3_NA_01"
"CH_Merz_Christian_1943__1","NT_LE-LH_T3_NA_01"
"CH_Merz_Hans_1942__1","NT_LE-UH_T3_NA_01"
"CH_Messmer_Werner_1945__1","NT_LE-LH_T3_NA_01"
"CH_Messmer_Willy_1917__1","NT_LE-LH_T3_NA_01"
"CH_Meyer_Fritz_1894__1","NT_LE-LH_T3_NA_01"
"CH_Meyer_Hans_1922__1","NT_LE-LH_T3_NA_01"
"CH_Meyer_Helen_1920__1","NT_LE-LH_T3_NA_01"
"CH_Meyer_Jakob_1880__1","NT_LE-LH_T3_NA_01"
"CH_Meyer_Kurt_1932__1","NT_LE-LH_T3_NA_01"
"CH_Meyer_Leo_1880__1","NT_LE-UH_T3_NA_01"
"CH_Meyer_Mattea_1987__1","NT_LE-LH_T3_NA_01"
"CH_Meyer_Robert_1905__1","NT_LE-LH_T3_NA_01"
"CH_Meyer_Theodor_1937__1","NT_LE-LH_T3_NA_01"
"CH_Meyer_Therese_1948__43","NT_LE-LH_T3_NA_01"
"CH_Meyer_Ulrich_1903__1","NT_LE-LH_T3_NA_01"
"CH_Meylan_Rene_1929__1","NT_LE-UH_T3_NA_01"
"CH_Michel_Juerg_1955__1","NT_LE-LH_T3_NA_01"
"CH_Michlig_Meinrad_1906__1","NT_LE-LH_T3_NA_01"
"CH_Miesch_Christian_1948__1","NT_LE-LH_T3_NA_01"
"CH_Miesch_Christian_1948__2","NT_LE-LH_T3_NA_01"
"CH_Miesch_Christian_1948__3","NT_LE-LH_T3_NA_01"
"CH_Mieville_Adrien_1890__1","NT_LE-LH_T3_NA_01"
"CH_Minder_Thomas_1960__1","NT_LE-UH_T3_NA_01"
"CH_Ming_Hans_1904__1","NT_LE-LH_T3_NA_01"
"CH_Misteli_Marguerite_1945__1","NT_LE-LH_T3_NA_01"
"CH_Miville_Carl_1891__1","NT_LE-LH_T3_NA_01"
"CH_Miville_Carl_1921__1","NT_LE-UH_T3_NA_01"
"CH_Miville_Carl_1921__2","NT_LE-LH_T3_NA_01"
"CH_Moeckli_Georges_1889__1","NT_LE-UH_T3_NA_01"
"CH_Moeckli_Georges_1889__2","NT_LE-LH_T3_NA_01"
"CH_Moergeli_Christoph_1960__1","NT_LE-LH_T3_NA_01"
"CH_Moeschlin_Felix_1882__1","NT_LE-LH_T3_NA_01"
"CH_Mohr_Gion_1885__14","NT_LE-LH_T3_NA_01"
"CH_Moine_Virgile_1900__1","NT_LE-LH_T3_NA_01"
"CH_Molina_Fabian_1990__1","NT_LE-LH_T3_NA_01"
"CH_Moll_Heinz_1928__1","NT_LE-UH_T3_NA_01"
"CH_Monfrini_Henri_1913__1","NT_LE-LH_T3_NA_01"
"CH_Monnard_Pierre_1957__1","NT_LE-LH_T3_NA_01"
"CH_Morel_Felicien_1935__1","NT_LE-LH_T3_NA_01"
"CH_Moret_Isabelle_1970__1","NT_LE-LH_T3_NA_01"
"CH_Morf_Doris_1927__1","NT_LE-LH_T3_NA_01"
"CH_Morf_Gustav_1900__1","NT_LE-LH_T3_NA_01"
"CH_Morier_Jacques_1934__1","NT_LE-UH_T3_NA_01"
"CH_Morniroli_Giorgio_1936__1","NT_LE-UH_T3_NA_01"
"CH_Moser_Ernst_1892__1","NT_LE-LH_T3_NA_01"
"CH_Moser_Rene_1941__1","NT_LE-LH_T3_NA_01"
"CH_Moser_Robert_1922__1","NT_LE-LH_T3_NA_01"
"CH_Moser_Tiana_1979__1","NT_LE-LH_T3_NA_01"
"CH_Mossdorf_Albert_1911__1","NT_LE-LH_T3_NA_01"
"CH_Moulin_Joseph_1892__1","NT_LE-UH_T3_NA_01"
"CH_Moulin_Joseph_1892__2","NT_LE-LH_T3_NA_01"
"CH_Mouttet_Henri_1883__1","NT_LE-UH_T3_NA_01"
"CH_Muehlemann_Ernst_1930__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Alban_1895__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Alfons_1923__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Alfred_1887__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Andreas_1934__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Arnold_1924__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Bernhard_1931__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Damian_1984__1","NT_LE-UH_T3_NA_01"
"CH_Mueller_Daniel_1928__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Emil_1893__1","NT_LE-UH_T3_NA_01"
"CH_Mueller_Erich_1938__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Geri_1960__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Hans_1891__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Hans_1893__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Hans_1893__2","NT_LE-LH_T3_NA_01"
"CH_Mueller_Heinrich_1911__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Jakob_1895__1","NT_LE-UH_T3_NA_01"
"CH_Mueller_Konrad_1892__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Kurt_1925__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Leo_1958__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Peter_1910__1","NT_LE-UH_T3_NA_01"
"CH_Mueller_Philipp_1952__1","NT_LE-UH_T3_NA_01"
"CH_Mueller_Philipp_1952__2","NT_LE-LH_T3_NA_01"
"CH_Mueller_Reinhard_1929__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Richard_1913__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Stefan_1976__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Thomas_1952__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Vreni_1951__1","NT_LE-LH_T3_NA_01"
"CH_Mueller_Walter_1948__1","NT_LE-LH_T3_NA_01"
"CH_Mueri_Felix_1958__1","NT_LE-LH_T3_NA_01"
"CH_Muff_Erwin_1935__1","NT_LE-LH_T3_NA_01"
"CH_Mugny_Patrice_1953__1","NT_LE-LH_T3_NA_01"
"CH_Mugny_Roger_1921__1","NT_LE-LH_T3_NA_01"
"CH_Muheim_Anton_1916__1","NT_LE-LH_T3_NA_01"
"CH_Muheim_Franz_1923__1","NT_LE-UH_T3_NA_01"
"CH_Muheim_Gustav_1897__1","NT_LE-UH_T3_NA_01"
"CH_Muheim_Karl_1887__1","NT_LE-UH_T3_NA_01"
"CH_Muheim_Karl_1887__2","NT_LE-LH_T3_NA_01"
"CH_Munz_Hans_1902__1","NT_LE-LH_T3_NA_01"
"CH_Munz_Hans_1916__1","NT_LE-UH_T3_NA_01"
"CH_Munz_Martina_1955__1","NT_LE-LH_T3_NA_01"
"CH_Muret_Andre_1909__1","NT_LE-LH_T3_NA_01"
"CH_Muret_Andre_1909__2","NT_LE-LH_T3_NA_01"
"CH_Nabholz_Lili_1944__1","NT_LE-LH_T3_NA_01"
"CH_Nadig_Adolf_1877__1","NT_LE-LH_T3_NA_01"
"CH_Naef_Martin_1970__1","NT_LE-LH_T3_NA_01"
"CH_Naegeli_Wilfried_1932__1","NT_LE-LH_T3_NA_01"
"CH_Naenny_Hans_1914__1","NT_LE-UH_T3_NA_01"
"CH_Nanchen_Gabrielle_1943__1","NT_LE-LH_T3_NA_01"
"CH_Nantermod_Philippe_1984__1","NT_LE-LH_T3_NA_01"
"CH_Narbel_Jean_1939__1","NT_LE-LH_T3_NA_01"
"CH_Nauer_Otto_1914__1","NT_LE-LH_T3_NA_01"
"CH_Nebiker_Hans_1929__1","NT_LE-LH_T3_NA_01"
"CH_Nef_Georg_1927__1","NT_LE-LH_T3_NA_01"
"CH_Neirynck_Jacques_1931__1","NT_LE-LH_T3_NA_01"
"CH_Neirynck_Jacques_1931__2","NT_LE-LH_T3_NA_01"
"CH_Nerfin_Paul_1893__1","NT_LE-LH_T3_NA_01"
"CH_Neuenschwander_Willi_1929__1","NT_LE-LH_T3_NA_01"
"CH_Neukomm_Alfred_1945__1","NT_LE-LH_T3_NA_01"
"CH_Nicole_Leon_1887__1","NT_LE-LH_T3_NA_01"
"CH_Nicole_Leon_1887__2","NT_LE-LH_T3_NA_01"
"CH_Nicolet_Jacques_1965__1","NT_LE-LH_T3_NA_01"
"CH_Nidegger_Yves_1957__1","NT_LE-LH_T3_NA_01"
"CH_Niederberger_Paul_1948__1","NT_LE-UH_T3_NA_01"
"CH_Niederhauser_Rudolf_1881__1","NT_LE-LH_T3_NA_01"
"CH_Nigg_Josef_1910__1","NT_LE-LH_T3_NA_01"
"CH_Nordmann_Roger_1973__1","NT_LE-LH_T3_NA_01"
"CH_Noser_Ruedi_1961__1","NT_LE-UH_T3_NA_01"
"CH_Noser_Ruedi_1961__2","NT_LE-LH_T3_NA_01"
"CH_Nussbaumer_Eric_1960__1","NT_LE-LH_T3_NA_01"
"CH_Nussbaumer_Urs_1931__1","NT_LE-LH_T3_NA_01"
"CH_Obrecht_Karl_1910__1","NT_LE-UH_T3_NA_01"
"CH_Obrecht_Karl_1910__2","NT_LE-LH_T3_NA_01"
"CH_Odermatt_Gotthard_1902__1","NT_LE-UH_T3_NA_01"
"CH_Odermatt_Gotthard_1902__2","NT_LE-LH_T3_NA_01"
"CH_Odermatt_Joseph_1892__1","NT_LE-LH_T3_NA_01"
"CH_Oechslin_Heinrich_1913__1","NT_LE-UH_T3_NA_01"
"CH_Oehen_Valentin_1931__1","NT_LE-LH_T3_NA_01"
"CH_Oehler_Edgar_1942__1","NT_LE-LH_T3_NA_01"
"CH_Oehrli_Fritz_1941__1","NT_LE-LH_T3_NA_01"
"CH_Oeri_Albert_1875__1","NT_LE-LH_T3_NA_01"
"CH_Oester_Hans_1931__1","NT_LE-LH_T3_NA_01"
"CH_Ogi_Adolf_1942__1","NT_LE-LH_T3_NA_01"
"CH_Oldani_Hermann_1891__1","NT_LE-LH_T3_NA_01"
"CH_Oldani_Hermann_1891__2","NT_LE-LH_T3_NA_01"
"CH_Oldani_Hermann_1891__3","NT_LE-LH_T3_NA_01"
"CH_Olgiati_Libero_1908__1","NT_LE-LH_T3_NA_01"
"CH_Olgiati_Libero_1908__2","NT_LE-LH_T3_NA_01"
"CH_Oltramare_Andre_1884__1","NT_LE-LH_T3_NA_01"
"CH_Onken_Thomas_1941__1","NT_LE-UH_T3_NA_01"
"CH_Oprecht_Hans_1894__1","NT_LE-LH_T3_NA_01"
"CH_Ory_Gisele_1956__1","NT_LE-UH_T3_NA_01"
"CH_Ostermann_Roland_1938__1","NT_LE-LH_T3_NA_01"
"CH_Ott_Heinrich_1929__1","NT_LE-LH_T3_NA_01"
"CH_Ott_Rudolf_1900__1","NT_LE-LH_T3_NA_01"
"CH_Overney_Constant_1901__1","NT_LE-LH_T3_NA_01"
"CH_Paccolat_Monique_1954__1","NT_LE-LH_T3_NA_01"
"CH_Pagan_Jacques_1942__1","NT_LE-LH_T3_NA_01"
"CH_Pagani_Gian_1933__1","NT_LE-LH_T3_NA_01"
"CH_Paganini_Nicolo_1966__1","NT_LE-LH_T3_NA_01"
"CH_Page_Pierre_1960__1","NT_LE-LH_T3_NA_01"
"CH_Pantani_Roberta_1965__1","NT_LE-LH_T3_NA_01"
"CH_Pardini_Corrado_1965__1","NT_LE-LH_T3_NA_01"
"CH_Parmelin_Guy_1959__1","NT_LE-LH_T3_NA_01"
"CH_Pasquier_Albert_1892__1","NT_LE-LH_T3_NA_01"
"CH_Paupe_Pierre_1937__1","NT_LE-UH_T3_NA_01"
"CH_Peclard_Ulysse_1886__1","NT_LE-LH_T3_NA_01"
"CH_Pedrazzini_Giovan_1917__1","NT_LE-LH_T3_NA_01"
"CH_Pedrina_Fabio_1954__1","NT_LE-LH_T3_NA_01"
"CH_Peitrequin_Jean_1902__1","NT_LE-LH_T3_NA_01"
"CH_Pelli_Fulvio_1951__1","NT_LE-LH_T3_NA_01"
"CH_Pequignot_Maurice_1918__1","NT_LE-UH_T3_NA_01"
"CH_Perey_Andre_1931__1","NT_LE-LH_T3_NA_01"
"CH_Perreard_Francois_1892__1","NT_LE-UH_T3_NA_01"
"CH_Perreard_Francois_1892__2","NT_LE-LH_T3_NA_01"
"CH_Perret_Henri_1885__1","NT_LE-LH_T3_NA_01"
"CH_Perrin_Paul_1886__1","NT_LE-LH_T3_NA_01"
"CH_Perrin_Tell_1880__1","NT_LE-LH_T3_NA_01"
"CH_Perrin_Yvan_1966__1","NT_LE-LH_T3_NA_01"
"CH_Perrinjaquet_Sylvie_1955__1","NT_LE-LH_T3_NA_01"
"CH_Perrinjaquet_Sylvie_1955__2","NT_LE-LH_T3_NA_01"
"CH_Petitpierre_Andre_1890__1","NT_LE-LH_T3_NA_01"
"CH_Petitpierre_Gilles_1940__1","NT_LE-UH_T3_NA_01"
"CH_Petitpierre_Gilles_1940__2","NT_LE-LH_T3_NA_01"
"CH_Petrig_Victor_1887__1","NT_LE-UH_T3_NA_01"
"CH_Petrig_Victor_1887__2","NT_LE-LH_T3_NA_01"
"CH_Peyrot_Francois_1918__1","NT_LE-LH_T3_NA_01"
"CH_Pezzatti_Bruno_1951__1","NT_LE-LH_T3_NA_01"
"CH_Pfister_Gerhard_1962__1","NT_LE-LH_T3_NA_01"
"CH_Pfister_Theophil_1942__1","NT_LE-LH_T3_NA_01"
"CH_Pfisterer_Thomas_1941__1","NT_LE-UH_T3_NA_01"
"CH_Pfund_Willy_1939__1","NT_LE-LH_T3_NA_01"
"CH_Philipona_Eusebe_1901__1","NT_LE-LH_T3_NA_01"
"CH_Philipona_Jean_1943__1","NT_LE-LH_T3_NA_01"
"CH_Philippe_Etienne_1902__1","NT_LE-LH_T3_NA_01"
"CH_Picot_Albert_1882__1","NT_LE-UH_T3_NA_01"
"CH_Picot_Albert_1882__2","NT_LE-LH_T3_NA_01"
"CH_Pictet_Albert_1890__1","NT_LE-UH_T3_NA_01"
"CH_Pidoux_Ernest_1904__1","NT_LE-LH_T3_NA_01"
"CH_Pidoux_Philippe_1943__1","NT_LE-LH_T3_NA_01"
"CH_Pieren_Nadja_1980__1","NT_LE-LH_T3_NA_01"
"CH_Piller_Joseph_1890__1","NT_LE-UH_T3_NA_01"
"CH_Piller_Joseph_1890__2","NT_LE-UH_T3_NA_01"
"CH_Piller_Otto_1942__1","NT_LE-UH_T3_NA_01"
"CH_Piller_Valerie_1978__1","NT_LE-LH_T3_NA_01"
"CH_Pini_Aleardo_1907__1","NT_LE-LH_T3_NA_01"
"CH_Pini_Massimo_1936__1","NT_LE-LH_T3_NA_01"
"CH_Piot_Robert_1899__1","NT_LE-LH_T3_NA_01"
"CH_Pitteloud_Francoise_1951__1","NT_LE-LH_T3_NA_01"
"CH_Plattner_Gian_1939__1","NT_LE-UH_T3_NA_01"
"CH_Poggia_Mauro_1959__1","NT_LE-LH_T3_NA_01"
"CH_Polla_Barbara_1950__1","NT_LE-LH_T3_NA_01"
"CH_Poncet_Charles_1946__1","NT_LE-LH_T3_NA_01"
"CH_Portmann_Hans_1963__1","NT_LE-LH_T3_NA_01"
"CH_Portmann_Theo_1942__1","NT_LE-LH_T3_NA_01"
"CH_Pozzi_Jean_1892__1","NT_LE-LH_T3_NA_01"
"CH_Pradervand_Jean_1908__1","NT_LE-UH_T3_NA_01"
"CH_Pradervand_Jean_1908__2","NT_LE-LH_T3_NA_01"
"CH_Prelicz_Katharina_1959__1","NT_LE-LH_T3_NA_01"
"CH_Primborgne_Charles_1913__1","NT_LE-LH_T3_NA_01"
"CH_Prongue_Marie_1939__1","NT_LE-UH_T3_NA_01"
"CH_Pugin_Antoine_1898__1","NT_LE-LH_T3_NA_01"
"CH_Quadranti_Rosmarie_1957__1","NT_LE-LH_T3_NA_01"
"CH_Quadri_Lorenzo_1974__1","NT_LE-LH_T3_NA_01"
"CH_Quartenoud_Maxime_1897__1","NT_LE-UH_T3_NA_01"
"CH_Quartenoud_Maxime_1897__2","NT_LE-LH_T3_NA_01"
"CH_Raez_Fritz_1922__1","NT_LE-LH_T3_NA_01"
"CH_Raggenbass_Hansueli_1948__1","NT_LE-LH_T3_NA_01"
"CH_Raisin_Marcel_1890__1","NT_LE-UH_T3_NA_01"
"CH_Raissig_Walter_1910__1","NT_LE-LH_T3_NA_01"
"CH_Randegger_Johannes_1941__1","NT_LE-LH_T3_NA_01"
"CH_Raschein_Paul_1901__1","NT_LE-LH_T3_NA_01"
"CH_Rasser_Alfred_1907__1","NT_LE-LH_T3_NA_01"
"CH_Ratti_Remigio_1944__1","NT_LE-LH_T3_NA_01"
"CH_Rebeaud_Laurent_1947__1","NT_LE-LH_T3_NA_01"
"CH_Rechsteiner_Paul_1952__1","NT_LE-UH_T3_NA_01"
"CH_Rechsteiner_Paul_1952__2","NT_LE-LH_T3_NA_01"
"CH_Rechsteiner_Rudolf_1958__1","NT_LE-LH_T3_NA_01"
"CH_Recordon_Luc_1955__1","NT_LE-UH_T3_NA_01"
"CH_Recordon_Luc_1955__2","NT_LE-LH_T3_NA_01"
"CH_Regazzi_Fabio_1962__1","NT_LE-LH_T3_NA_01"
"CH_Reich_Richard_1927__1","NT_LE-LH_T3_NA_01"
"CH_Reich_Werner_1917__1","NT_LE-LH_T3_NA_01"
"CH_Reichling_Rudolf_1890__1","NT_LE-LH_T3_NA_01"
"CH_Reichling_Rudolf_1924__1","NT_LE-LH_T3_NA_01"
"CH_Reichmuth_Xaver_1931__1","NT_LE-UH_T3_NA_01"
"CH_Reimann_Fritz_1924__1","NT_LE-LH_T3_NA_01"
"CH_Reimann_Lukas_1982__1","NT_LE-LH_T3_NA_01"
"CH_Reimann_Maximilian_1942__1","NT_LE-UH_T3_NA_01"
"CH_Reimann_Maximilian_1942__2","NT_LE-LH_T3_NA_01"
"CH_Reimann_Maximilian_1942__3","NT_LE-LH_T3_NA_01"
"CH_Reimann_Robert_1911__1","NT_LE-UH_T3_NA_01"
"CH_Reimann_Robert_1911__2","NT_LE-LH_T3_NA_01"
"CH_Reinhard_Ernst_1889__1","NT_LE-LH_T3_NA_01"
"CH_Reinhard_Ernst_1889__2","NT_LE-LH_T3_NA_01"
"CH_Reiniger_Kurt_1939__1","NT_LE-LH_T3_NA_01"
"CH_Rennwald_Jean_1953__1","NT_LE-LH_T3_NA_01"
"CH_Renold_Karl_1888__1","NT_LE-LH_T3_NA_01"
"CH_Renschler_Walter_1932__1","NT_LE-LH_T3_NA_01"
"CH_Respini_Renzo_1944__1","NT_LE-UH_T3_NA_01"
"CH_Revaclier_Francois_1903__1","NT_LE-LH_T3_NA_01"
"CH_Revaclier_Jean_1932__1","NT_LE-LH_T3_NA_01"
"CH_Revaclier_Jean_1932__2","NT_LE-LH_T3_NA_01"
"CH_Reverdin_Olivier_1913__1","NT_LE-UH_T3_NA_01"
"CH_Reverdin_Olivier_1913__2","NT_LE-LH_T3_NA_01"
"CH_Rey_Jean_1949__1","NT_LE-LH_T3_NA_01"
"CH_Reymond_Andre_1940__1","NT_LE-LH_T3_NA_01"
"CH_Reymond_Hubert_1938__1","NT_LE-UH_T3_NA_01"
"CH_Reynard_Mathias_1987__1","NT_LE-LH_T3_NA_01"
"CH_Rhinow_Rene_1942__1","NT_LE-UH_T3_NA_01"
"CH_Rhyner_Kaspar_1932__1","NT_LE-UH_T3_NA_01"
"CH_Ribaux_Alain_1962__1","NT_LE-LH_T3_NA_01"
"CH_Ribi_Martha_1915__1","NT_LE-LH_T3_NA_01"
"CH_Richter_Yann_1928__1","NT_LE-LH_T3_NA_01"
"CH_Rickli_Natalie_1976__1","NT_LE-LH_T3_NA_01"
"CH_Riedener_Josef_1892__1","NT_LE-LH_T3_NA_01"
"CH_Rieder_Beat_1963__1","NT_LE-UH_T3_NA_01"
